gene_id	gene_name	seqname	start	end	strand	gene_type	gene_status	havana_gene	full_length	exon_length	exon_num
ENSG00000260651.1	AF213884.2	chr4	102500841	102501319	-	antisense	NOVEL	OTTHUMG00000176287.1	479	479	1
ENSG00000109320.10	NFKB1	chr4	102501329	102617302	+	protein_coding	KNOWN	OTTHUMG00000161080.6	115974	6257	131
ENSG00000238553.1	AF213884.3	chr4	102565875	102565967	-	miRNA	NOVEL	NA	93	93	1
ENSG00000109323.7	MANBA	chr4	102631488	102760994	-	protein_coding	KNOWN	OTTHUMG00000131123.4	129507	8437	61
ENSG00000241981.2	AF224669.3	chr4	102662611	102663073	+	processed_pseudogene	KNOWN	OTTHUMG00000157533.2	463	463	1
ENSG00000230069.3	LRRC37A15P	chr4	102727274	102730721	-	processed_pseudogene	KNOWN	OTTHUMG00000161081.1	3448	1355	2
ENSG00000248971.2	KRT8P46	chr4	102728746	102730171	-	processed_pseudogene	KNOWN	OTTHUMG00000161079.2	1426	1426	1
ENSG00000187147.16	RNF220	chr1	44405194	44651724	+	protein_coding	KNOWN	OTTHUMG00000007697.6	246531	9687	138
ENSG00000224207.3	RP11-10L12.1	chr4	102734358	102734612	+	processed_pseudogene	KNOWN	OTTHUMG00000161012.1	255	255	1
ENSG00000251288.2	RP11-10L12.2	chr4	102751401	102752641	+	processed_pseudogene	KNOWN	OTTHUMG00000161017.2	1241	1241	1
ENSG00000109332.18	UBE2D3	chr4	102794383	102868896	-	protein_coding	KNOWN	OTTHUMG00000131119.15	74514	10069	219
ENSG00000246560.2	RP11-10L12.4	chr4	102828055	102844075	+	antisense	NOVEL	OTTHUMG00000161016.1	16021	883	2
ENSG00000252739.1	RNU7-151P	chr4	102837047	102837099	-	snRNA	KNOWN	NA	53	53	1
ENSG00000145354.8	CISD2	chr4	102868978	102889242	+	protein_coding	KNOWN	OTTHUMG00000161014.3	20265	2607	10
ENSG00000164037.15	SLC9B1	chr4	102885048	103019739	-	protein_coding	KNOWN	OTTHUMG00000161114.2	134692	2977	79
ENSG00000250651.1	PABPC1P7	chr4	102896725	102898237	+	processed_pseudogene	KNOWN	OTTHUMG00000161018.1	1513	1513	1
ENSG00000276978.1	AC083826.1	chr4	102898565	102898621	+	miRNA	NOVEL	NA	57	57	1
ENSG00000249283.3	ACTR3BP4	chr4	102961956	102963327	+	processed_pseudogene	KNOWN	OTTHUMG00000161015.1	1372	1244	2
ENSG00000263381.1	MIR5584	chr1	44545493	44545552	+	miRNA	KNOWN	NA	60	60	1
ENSG00000164038.13	SLC9B2	chr4	103019868	103085829	-	protein_coding	KNOWN	OTTHUMG00000131125.4	65962	5374	77
ENSG00000164039.13	BDH2	chr4	103079435	103099883	-	protein_coding	KNOWN	OTTHUMG00000074039.4	20449	3383	69
ENSG00000138778.10	CENPE	chr4	103105806	103198409	-	protein_coding	KNOWN	OTTHUMG00000160980.4	92604	9444	188
ENSG00000248740.4	RP11-328K4.1	chr4	103256159	103453658	+	lincRNA	NOVEL	OTTHUMG00000160989.1	197500	923	12
ENSG00000251577.4	RP11-297P16.3	chr4	103548745	103624534	+	antisense	NOVEL	OTTHUMG00000160991.2	75790	927	10
ENSG00000250920.1	RP11-297P16.4	chr4	103550927	103559127	-	lincRNA	NOVEL	OTTHUMG00000160990.2	8201	830	4
ENSG00000251571.1	DDX3P3	chr4	103572089	103574082	+	processed_pseudogene	KNOWN	OTTHUMG00000160979.2	1994	1994	1
ENSG00000169836.4	TACR3	chr4	103586031	103719816	-	protein_coding	KNOWN	OTTHUMG00000131124.1	133786	5190	5
ENSG00000252460.1	RNU6-635P	chr4	103924540	103924641	+	snRNA	KNOWN	NA	102	102	1
ENSG00000249614.1	RP11-703G6.1	chr4	103961616	104036923	+	lincRNA	NOVEL	OTTHUMG00000161751.1	75308	812	4
ENSG00000269227.1	RP11-345P4.6	chr1	1673275	1674397	+	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000182605.1	1123	502	2
ENSG00000126106.12	TMEM53	chr1	44635238	44674555	-	protein_coding	KNOWN	OTTHUMG00000007833.1	39318	3635	27
ENSG00000251170.4	RP11-729M20.1	chr4	104230380	104411035	+	lincRNA	NOVEL	OTTHUMG00000160975.1	180656	995	10
ENSG00000215999.2	AC004052.1	chr4	104278107	104278191	-	miRNA	NOVEL	NA	85	85	1
ENSG00000168772.10	CXXC4	chr4	104468312	104494901	-	protein_coding	KNOWN	OTTHUMG00000131121.3	26590	5819	8
ENSG00000272082.1	AC093628.1	chr4	104490876	104490954	+	miRNA	NOVEL	NA	79	79	1
ENSG00000245384.1	AC004053.1	chr4	104490965	104697592	+	antisense	NOVEL	OTTHUMG00000160977.1	206628	2968	10
ENSG00000250670.1	AC004063.1	chr4	104556960	104568877	+	lincRNA	NOVEL	OTTHUMG00000160976.2	11918	547	4
ENSG00000248242.1	RP11-556I14.2	chr4	104653874	104966793	-	lincRNA	NOVEL	OTTHUMG00000161052.1	312920	575	6
ENSG00000276215.1	AC004053.2	chr4	104796128	104796221	+	miRNA	NOVEL	NA	94	94	1
ENSG00000244470.2	RP11-395M19.1	chr4	104886118	104886955	-	processed_pseudogene	KNOWN	OTTHUMG00000157534.2	838	838	1
ENSG00000248373.4	RP11-556I14.1	chr4	104907357	105120000	+	lincRNA	NOVEL	OTTHUMG00000161051.1	212644	1038	12
ENSG00000198520.9	C1orf228	chr1	44674692	44725591	+	protein_coding	KNOWN	OTTHUMG00000007834.5	50900	3166	107
ENSG00000251906.2	RNU6-351P	chr4	104974672	104974771	+	snRNA	KNOWN	NA	100	100	1
ENSG00000276992.1	RP11-556I14.3	chr4	104996900	104997052	-	processed_pseudogene	KNOWN	OTTHUMG00000187580.1	153	153	1
ENSG00000251473.2	AC004069.1	chr4	105102891	105104004	-	processed_pseudogene	KNOWN	OTTHUMG00000160995.2	1114	1114	1
ENSG00000252136.1	SNORA31	chr4	105105987	105106094	+	snoRNA	NOVEL	NA	108	108	1
ENSG00000251259.1	AC004069.2	chr4	105137280	105140619	-	lincRNA	NOVEL	OTTHUMG00000160994.2	3340	549	2
ENSG00000168769.11	TET2	chr4	105145875	105279816	+	protein_coding	KNOWN	OTTHUMG00000131213.2	133942	16474	61
ENSG00000251586.1	TET2-AS1	chr4	105171354	105178063	-	antisense	NOVEL	OTTHUMG00000160996.1	6710	537	5
ENSG00000243383.3	RN7SL89P	chr4	105293664	105293946	+	misc_RNA	KNOWN	NA	283	283	1
ENSG00000138777.18	PPA2	chr4	105369077	105474081	-	protein_coding	KNOWN	OTTHUMG00000128781.10	105005	4654	155
ENSG00000200917.1	RNU6-553P	chr4	105406997	105407092	+	snRNA	KNOWN	NA	96	96	1
ENSG00000199377.1	RNU5F-1	chr1	44721786	44721902	-	snRNA	KNOWN	NA	117	117	1
ENSG00000249264.1	EEF1A1P9	chr4	105484698	105486080	+	processed_pseudogene	KNOWN	OTTHUMG00000161040.1	1383	1383	1
ENSG00000216425.4	AC004066.2	chr4	105526596	105527397	-	processed_pseudogene	KNOWN	OTTHUMG00000161045.1	802	802	1
ENSG00000250922.1	ATP5EP1	chr4	105532475	105532630	+	processed_pseudogene	KNOWN	OTTHUMG00000161055.1	156	156	1
ENSG00000250522.1	AC004066.3	chr4	105540190	105552355	-	antisense	NOVEL	OTTHUMG00000161046.1	12166	572	4
ENSG00000236699.7	ARHGEF38	chr4	105552620	105708093	+	protein_coding	KNOWN	OTTHUMG00000154752.5	155474	7579	46
ENSG00000249885.1	ARHGEF38-IT1	chr4	105561591	105570238	+	sense_intronic	NOVEL	OTTHUMG00000161056.1	8648	456	3
ENSG00000248778.1	RP11-311D14.1	chr4	105679050	105680094	-	processed_pseudogene	KNOWN	OTTHUMG00000161078.1	1045	1045	1
ENSG00000138785.13	INTS12	chr4	105682627	105895986	-	protein_coding	KNOWN	OTTHUMG00000131215.6	213360	3897	56
ENSG00000138780.13	GSTCD	chr4	105708778	105847728	+	protein_coding	KNOWN	OTTHUMG00000131211.5	138951	6295	80
ENSG00000251175.4	RP11-45L9.1	chr4	105746245	105827172	-	antisense	NOVEL	OTTHUMG00000161179.1	80928	826	14
ENSG00000200169.1	RNU5D-1	chr1	44731055	44731170	-	snRNA	KNOWN	NA	116	116	1
ENSG00000168743.11	NPNT	chr4	105894775	106004027	+	protein_coding	KNOWN	OTTHUMG00000161189.2	109253	6117	127
ENSG00000250740.1	RP11-710F7.2	chr4	105927060	105932722	-	antisense	NOVEL	OTTHUMG00000161212.1	5663	584	4
ENSG00000249635.1	RP11-710F7.3	chr4	106003317	106022478	-	antisense	NOVEL	OTTHUMG00000161211.1	19162	3526	4
ENSG00000145348.15	TBCK	chr4	106041599	106321495	-	protein_coding	KNOWN	OTTHUMG00000131214.6	279897	11112	240
ENSG00000164022.15	AIMP1	chr4	106315544	106349226	+	protein_coding	KNOWN	OTTHUMG00000131217.4	33683	3328	26
ENSG00000250298.1	GIMD1	chr4	106358398	106367202	-	lincRNA	NOVEL	OTTHUMG00000161071.2	8805	206	2
ENSG00000222333.1	AC093680.1	chr4	106415706	106415785	-	miRNA	NOVEL	NA	80	80	1
ENSG00000249613.1	RP13-612N21.1	chr4	106433624	106453448	+	lincRNA	NOVEL	OTTHUMG00000160992.1	19825	521	4
ENSG00000248915.2	ACTR6P1	chr4	106836498	106837601	-	processed_pseudogene	KNOWN	OTTHUMG00000160993.2	1104	1104	1
ENSG00000155011.7	DKK2	chr4	106921802	107283806	-	protein_coding	KNOWN	OTTHUMG00000131216.6	362005	4319	18
ENSG00000142945.11	KIF2C	chr1	44739818	44767767	+	protein_coding	KNOWN	OTTHUMG00000008416.5	27950	3646	85
ENSG00000213522.4	RAC1P5	chr4	107203349	107203924	-	processed_pseudogene	KNOWN	OTTHUMG00000161008.2	576	576	1
ENSG00000251081.1	RP11-713M6.2	chr4	107258700	107301870	+	lincRNA	NOVEL	OTTHUMG00000161304.1	43171	557	2
ENSG00000252470.1	RNU6-551P	chr4	107435118	107435220	+	snRNA	KNOWN	NA	103	103	1
ENSG00000138801.7	PAPSS1	chr4	107590276	107720452	-	protein_coding	KNOWN	OTTHUMG00000131210.3	130177	3478	40
ENSG00000164023.13	SGMS2	chr4	107824563	107915047	+	protein_coding	KNOWN	OTTHUMG00000131811.4	90485	7635	36
ENSG00000245293.2	RP11-286E11.1	chr4	107863479	107978799	-	antisense	NOVEL	OTTHUMG00000161085.2	115321	3099	12
ENSG00000222691.1	RNU6-733P	chr4	107867807	107867910	-	snRNA	KNOWN	NA	104	104	1
ENSG00000155016.16	CYP2U1	chr4	107931369	107953457	+	protein_coding	KNOWN	OTTHUMG00000161084.2	22089	6096	14
ENSG00000249604.1	RP11-286E11.2	chr4	107936031	107941255	-	antisense	NOVEL	OTTHUMG00000161086.1	5225	3147	4
ENSG00000138796.14	HADH	chr4	107989714	108035175	+	protein_coding	KNOWN	OTTHUMG00000131810.4	45462	3055	59
ENSG00000225721.4	RP11-269F19.2	chr1	44759037	44775810	-	antisense	NOVEL	OTTHUMG00000008489.1	16774	765	6
ENSG00000138795.8	LEF1	chr4	108047545	108168956	-	protein_coding	KNOWN	OTTHUMG00000131809.5	121412	5361	150
ENSG00000232021.5	LEF1-AS1	chr4	108167525	108256836	+	processed_transcript	NOVEL	OTTHUMG00000161028.1	89312	4799	18
ENSG00000239939.1	RPSAP34	chr4	108407843	108408578	-	processed_pseudogene	KNOWN	OTTHUMG00000157535.1	736	736	1
ENSG00000278589.1	AC005510.3	chr4	108415220	108416639	+	unprocessed_pseudogene	KNOWN	OTTHUMG00000187581.1	1420	710	4
ENSG00000250485.1	EXOC7P1	chr4	108417705	108419763	-	processed_pseudogene	KNOWN	OTTHUMG00000161029.1	2059	2059	1
ENSG00000234492.4	RPL34-AS1	chr4	108538190	108620460	-	lincRNA	NOVEL	OTTHUMG00000161030.2	82271	4570	15
ENSG00000109475.15	RPL34	chr4	108620566	108630412	+	protein_coding	KNOWN	OTTHUMG00000131839.3	9847	3393	32
ENSG00000198856.11	OSTC	chr4	108650584	108667820	+	protein_coding	KNOWN	OTTHUMG00000161031.2	17237	1617	16
ENSG00000206601.1	RNU6-431P	chr4	108652150	108652256	+	snRNA	KNOWN	NA	107	107	1
ENSG00000164089.7	ETNPPL	chr4	108742040	108763054	-	protein_coding	KNOWN	OTTHUMG00000161036.1	21015	2950	74
ENSG00000142937.10	RPS8	chr1	44775251	44778779	+	protein_coding	KNOWN	OTTHUMG00000008494.1	3529	2847	32
ENSG00000249257.1	RP11-75N20.2	chr4	108773613	108774020	+	processed_pseudogene	KNOWN	OTTHUMG00000161037.1	408	408	1
ENSG00000250185.2	RCC2P8	chr4	108788745	108789779	-	processed_pseudogene	KNOWN	OTTHUMG00000161039.2	1035	1035	1
ENSG00000265522.1	AC097473.1	chr4	108789200	108789262	-	miRNA	NOVEL	NA	63	63	1
ENSG00000188517.13	COL25A1	chr4	108810721	109302657	-	protein_coding	KNOWN	OTTHUMG00000150039.3	491937	6653	223
ENSG00000277189.1	AC073427.1	chr4	109016698	109016782	+	miRNA	NOVEL	NA	85	85	1
ENSG00000246774.1	AC004051.2	chr4	109303035	109316135	+	lincRNA	NOVEL	OTTHUMG00000161047.1	13101	1951	3
ENSG00000249465.1	RBMXP4	chr4	109346326	109347459	-	processed_pseudogene	KNOWN	OTTHUMG00000161038.1	1134	1134	1
ENSG00000247950.5	SEC24B-AS1	chr4	109347475	109433817	-	antisense	NOVEL	OTTHUMG00000161048.2	86343	2584	25
ENSG00000138802.10	SEC24B	chr4	109433772	109540896	+	protein_coding	KNOWN	OTTHUMG00000161372.3	107125	5219	72
ENSG00000243227.3	RN7SL55P	chr4	109450772	109451068	-	misc_RNA	KNOWN	NA	297	297	1
ENSG00000264294.1	SNORD55	chr1	44775864	44775943	+	snoRNA	KNOWN	NA	80	80	1
ENSG00000207988.1	MIR576	chr4	109488698	109488795	+	miRNA	KNOWN	NA	98	98	1
ENSG00000225094.3	SETP20	chr4	109553243	109554094	-	processed_pseudogene	KNOWN	OTTHUMG00000161100.2	852	852	1
ENSG00000249965.2	CDC42P4	chr4	109555170	109555732	+	processed_pseudogene	KNOWN	OTTHUMG00000161101.2	563	563	1
ENSG00000005059.14	CCDC109B	chr4	109560205	109688726	+	protein_coding	KNOWN	OTTHUMG00000161103.2	128522	3566	24
ENSG00000248785.1	HIGD1AP14	chr4	109673843	109674124	+	processed_pseudogene	KNOWN	OTTHUMG00000161106.1	282	282	1
ENSG00000138794.8	CASP6	chr4	109688622	109703583	-	protein_coding	KNOWN	OTTHUMG00000131914.3	14962	1943	34
ENSG00000273447.1	AC004067.5	chr4	109692004	109692703	+	antisense	NOVEL	OTTHUMG00000186339.1	700	700	1
ENSG00000123739.9	PLA2G12A	chr4	109709989	109730077	-	protein_coding	KNOWN	OTTHUMG00000131915.3	20089	5228	13
ENSG00000205403.11	CFI	chr4	109740694	109802179	-	protein_coding	KNOWN	OTTHUMG00000161109.5	61486	3875	64
ENSG00000272795.1	RP11-602N24.3	chr4	109815047	109815410	-	lincRNA	NOVEL	OTTHUMG00000186340.1	364	364	1
ENSG00000200913.1	SNORD46	chr1	44776490	44776593	+	snoRNA	KNOWN	NA	104	104	1
ENSG00000109534.15	GAR1	chr4	109815510	109824740	+	protein_coding	KNOWN	OTTHUMG00000161108.5	9231	2046	23
ENSG00000180245.4	RRH	chr4	109827994	109844604	+	protein_coding	KNOWN	OTTHUMG00000132045.1	16611	1455	7
ENSG00000183423.10	LRIT3	chr4	109848202	109872315	+	protein_coding	KNOWN	OTTHUMG00000132043.3	24114	3897	8
ENSG00000249681.2	KRT19P3	chr4	109879070	109879897	-	processed_pseudogene	KNOWN	OTTHUMG00000161105.2	828	828	1
ENSG00000138798.10	EGF	chr4	109912884	110012266	+	protein_coding	KNOWN	OTTHUMG00000132044.5	99383	6127	100
ENSG00000207260.1	RNU6-35P	chr4	109992325	109992431	+	snRNA	KNOWN	NA	107	107	1
ENSG00000170522.8	ELOVL6	chr4	110045846	110199199	-	protein_coding	KNOWN	OTTHUMG00000132547.5	153354	7297	32
ENSG00000263940.2	RN7SL275P	chr4	110117736	110118070	+	misc_RNA	KNOWN	NA	335	335	1
ENSG00000248200.2	RP11-115A14.1	chr4	110146374	110147248	+	processed_pseudogene	KNOWN	OTTHUMG00000161102.2	875	571	2
ENSG00000166530.8	HSBP1P2	chr4	110251871	110252099	-	processed_pseudogene	KNOWN	OTTHUMG00000161107.2	229	229	1
ENSG00000202031.1	SNORD38A	chr1	44777843	44777912	+	snoRNA	KNOWN	NA	70	70	1
ENSG00000250594.2	RP11-433B3.1	chr4	110264865	110265017	-	processed_pseudogene	KNOWN	OTTHUMG00000161104.2	153	153	1
ENSG00000212160.1	RNU6-205P	chr4	110278185	110278291	+	snRNA	KNOWN	NA	107	107	1
ENSG00000250304.2	ZBED1P1	chr4	110291644	110293573	+	processed_pseudogene	KNOWN	OTTHUMG00000161111.2	1930	1930	1
ENSG00000276369.1	AC005187.1	chr4	110298484	110298550	+	miRNA	NOVEL	NA	67	67	1
ENSG00000138792.8	ENPEP	chr4	110365733	110565285	+	protein_coding	KNOWN	OTTHUMG00000132546.3	199553	7802	39
ENSG00000251464.2	RPL7L1P13	chr4	110399773	110400511	-	processed_pseudogene	KNOWN	OTTHUMG00000161110.2	739	739	1
ENSG00000251046.2	ZNF969P	chr4	110415898	110418504	+	processed_pseudogene	KNOWN	OTTHUMG00000161373.3	2607	2341	2
ENSG00000199894.1	snoU2_19	chr4	110433109	110433188	-	snoRNA	NOVEL	NA	80	80	1
ENSG00000250511.1	RP11-380D23.1	chr4	110512488	110519505	-	antisense	NOVEL	OTTHUMG00000161116.2	7018	1447	4
ENSG00000250103.2	RP11-380D23.2	chr4	110595513	110615458	-	lincRNA	NOVEL	OTTHUMG00000161118.2	19946	832	6
ENSG00000215914.4	MMP23A	chr1	1699942	1701782	+	unprocessed_pseudogene	KNOWN	OTTHUMG00000000585.6	1841	1017	7
ENSG00000281859.1	SNORD38B	chr1	44778390	44778458	+	snoRNA	KNOWN	NA	69	69	1
ENSG00000164093.14	PITX2	chr4	110617423	110642123	-	protein_coding	KNOWN	OTTHUMG00000132837.5	24701	5629	53
ENSG00000249519.1	LINC01438	chr4	110794403	110797344	+	lincRNA	NOVEL	OTTHUMG00000161115.1	2942	556	2
ENSG00000251808.1	AC024198.1	chr4	110853376	110853470	-	miRNA	NOVEL	NA	95	95	1
ENSG00000215961.1	MIR297	chr4	110860582	110860647	-	miRNA	KNOWN	NA	66	66	1
ENSG00000251483.2	LYPLA1P2	chr4	110945109	110945799	-	processed_pseudogene	KNOWN	OTTHUMG00000161117.2	691	691	1
ENSG00000251312.2	AC004062.2	chr4	111063583	111064227	+	processed_pseudogene	KNOWN	OTTHUMG00000161119.2	645	645	1
ENSG00000200963.1	RNU6-289P	chr4	111331412	111331518	+	snRNA	KNOWN	NA	107	107	1
ENSG00000241722.2	RP11-255I10.1	chr4	111551854	111552173	+	processed_pseudogene	KNOWN	OTTHUMG00000157541.2	320	320	1
ENSG00000248656.1	RP11-255I10.2	chr4	111640495	111648808	+	lincRNA	NOVEL	OTTHUMG00000161125.1	8314	610	4
ENSG00000250855.1	RP11-269F21.1	chr4	111802801	111839886	+	lincRNA	NOVEL	OTTHUMG00000161757.1	37086	481	3
ENSG00000207421.1	SNORD38B	chr1	44778390	44778456	+	snoRNA	KNOWN	NA	67	67	1
ENSG00000248432.1	RP11-269F21.2	chr4	111804418	111809694	-	lincRNA	NOVEL	OTTHUMG00000161755.1	5277	300	2
ENSG00000249815.1	RP11-269F21.3	chr4	111826881	112072698	-	lincRNA	NOVEL	OTTHUMG00000161756.1	245818	583	3
ENSG00000250556.1	CCDC34P1	chr4	112068010	112068526	+	processed_pseudogene	KNOWN	OTTHUMG00000161050.1	517	517	1
ENSG00000250307.2	TUBB8P3	chr4	112077598	112078400	+	processed_pseudogene	KNOWN	OTTHUMG00000161049.3	803	803	1
ENSG00000240459.2	RP11-477G18.1	chr4	112116510	112116903	-	processed_pseudogene	KNOWN	OTTHUMG00000157543.2	394	394	1
ENSG00000174749.5	C4orf32	chr4	112145397	112195256	+	protein_coding	KNOWN	OTTHUMG00000132851.2	49860	8901	2
ENSG00000243280.2	RP11-477G18.2	chr4	112171215	112171527	+	processed_pseudogene	KNOWN	OTTHUMG00000157544.2	313	313	1
ENSG00000260526.1	RP11-73K9.2	chr4	112229561	112231596	-	antisense	NOVEL	OTTHUMG00000176315.1	2036	2036	1
ENSG00000138660.10	AP1AR	chr4	112231737	112270047	+	protein_coding	KNOWN	OTTHUMG00000132849.2	38311	3444	34
ENSG00000272567.1	RP11-73K9.3	chr4	112272968	112273316	-	lincRNA	NOVEL	OTTHUMG00000186344.1	349	349	1
ENSG00000234093.3	RPS15AP11	chr1	44780331	44780715	-	processed_pseudogene	KNOWN	OTTHUMG00000008492.2	385	385	1
ENSG00000145365.10	TIFA	chr4	112274542	112285903	-	protein_coding	KNOWN	OTTHUMG00000161066.2	11362	4250	4
ENSG00000073331.16	ALPK1	chr4	112285509	112442620	+	protein_coding	KNOWN	OTTHUMG00000132911.2	157112	12325	131
ENSG00000251441.2	RTEL1P1	chr4	112356135	112359819	+	processed_pseudogene	KNOWN	OTTHUMG00000161065.3	3685	3685	1
ENSG00000248697.1	TOX4P1	chr4	112455924	112457785	+	processed_pseudogene	KNOWN	OTTHUMG00000161064.1	1862	1862	1
ENSG00000178403.3	NEUROG2	chr4	112513516	112516172	-	protein_coding	KNOWN	OTTHUMG00000132907.1	2657	2287	2
ENSG00000249509.1	RP11-402J6.1	chr4	112515385	112546881	+	antisense	NOVEL	OTTHUMG00000161132.1	31497	952	6
ENSG00000248439.2	RP11-402J6.2	chr4	112530371	112530672	-	processed_pseudogene	KNOWN	OTTHUMG00000161131.2	302	302	1
ENSG00000138658.14	ZGRF1	chr4	112539333	112636995	-	protein_coding	KNOWN	OTTHUMG00000132908.3	97663	9103	155
ENSG00000250966.2	RP11-402J6.3	chr4	112564988	112565398	+	processed_pseudogene	KNOWN	OTTHUMG00000161133.2	411	411	1
ENSG00000174720.14	LARP7	chr4	112636964	112657592	+	protein_coding	KNOWN	OTTHUMG00000132909.4	20629	4083	100
ENSG00000142959.4	BEST4	chr1	44783585	44787705	-	protein_coding	KNOWN	OTTHUMG00000008488.1	4121	2047	9
ENSG00000249532.3	RP11-148B6.1	chr4	112646476	112650051	-	antisense	NOVEL	OTTHUMG00000161565.1	3576	743	8
ENSG00000199169.1	MIR367	chr4	112647874	112647941	-	miRNA	KNOWN	NA	68	68	1
ENSG00000199145.1	MIR302D	chr4	112648004	112648071	-	miRNA	KNOWN	NA	68	68	1
ENSG00000207927.1	MIR302A	chr4	112648183	112648251	-	miRNA	KNOWN	NA	69	69	1
ENSG00000199102.1	MIR302C	chr4	112648363	112648430	-	miRNA	KNOWN	NA	68	68	1
ENSG00000274389.1	MIR302B	chr4	112648485	112648557	-	miRNA	KNOWN	NA	73	73	1
ENSG00000220924.4	OSTCP4	chr4	112685055	112685503	+	processed_pseudogene	KNOWN	OTTHUMG00000161564.1	449	449	1
ENSG00000250046.3	RP11-148B6.2	chr4	112693047	112706810	-	lincRNA	NOVEL	OTTHUMG00000161567.1	13764	740	2
ENSG00000248633.1	WRBP1	chr4	112693459	112693792	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000161560.1	334	334	1
ENSG00000241002.1	RP11-119H12.1	chr4	112738672	112739106	+	processed_pseudogene	KNOWN	OTTHUMG00000157545.1	435	435	1
ENSG00000173846.11	PLK3	chr1	44800225	44805990	+	protein_coding	KNOWN	OTTHUMG00000008491.2	5766	3479	51
ENSG00000202536.2	Y_RNA	chr4	112755816	112755917	-	misc_RNA	NOVEL	NA	102	102	1
ENSG00000241741.1	RPL7AP30	chr4	112788083	112788878	-	processed_pseudogene	KNOWN	OTTHUMG00000157546.1	796	796	1
ENSG00000250500.1	RP11-119H12.3	chr4	112797050	112798691	-	processed_pseudogene	KNOWN	OTTHUMG00000161568.1	1642	1352	2
ENSG00000145362.15	ANK2	chr4	112818109	113383740	+	protein_coding	KNOWN	OTTHUMG00000132912.4	565632	18212	424
ENSG00000234841.4	RP11-119H12.4	chr4	112826307	112827607	+	processed_pseudogene	KNOWN	OTTHUMG00000161569.2	1301	1301	1
ENSG00000251126.2	RP11-119H12.6	chr4	112880298	112882330	-	antisense	NOVEL	OTTHUMG00000161563.2	2033	874	2
ENSG00000228814.4	RP11-119H12.5	chr4	112881718	112882132	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000161566.2	415	415	1
ENSG00000248152.1	RP11-650J17.1	chr4	112979590	113071962	-	antisense	NOVEL	OTTHUMG00000161562.1	92373	1176	3
ENSG00000249373.2	RP11-650J17.2	chr4	113031287	113034551	-	antisense	NOVEL	OTTHUMG00000161561.2	3265	427	3
ENSG00000275810.1	MIR8082	chr4	113152282	113152362	+	miRNA	KNOWN	NA	81	81	1
ENSG00000188396.3	TCTEX1D4	chr1	44805913	44806675	-	protein_coding	NOVEL	OTTHUMG00000008586.1	763	763	1
ENSG00000196656.7	AC004057.1	chr4	113214046	113217170	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000157547.2	3125	498	3
ENSG00000239279.3	RN7SL184P	chr4	113419840	113420136	+	misc_RNA	KNOWN	NA	297	297	1
ENSG00000206820.1	RNU1-138P	chr4	113420323	113420486	+	snRNA	KNOWN	NA	164	164	1
ENSG00000145349.15	CAMK2D	chr4	113451032	113761927	-	protein_coding	KNOWN	OTTHUMG00000132910.3	310896	7363	206
ENSG00000250229.1	RP11-397D21.1	chr4	113840050	113840236	+	processed_pseudogene	KNOWN	OTTHUMG00000161096.1	187	155	2
ENSG00000180801.12	ARSJ	chr4	113900284	113979727	-	protein_coding	KNOWN	OTTHUMG00000161067.2	79444	5024	9
ENSG00000249304.1	RP11-26P13.2	chr4	113943256	113944320	+	antisense	NOVEL	OTTHUMG00000161068.1	1065	441	2
ENSG00000248716.2	RP11-362M19.1	chr4	114103938	114104225	+	processed_pseudogene	KNOWN	OTTHUMG00000161082.2	288	280	2
ENSG00000174607.9	UGT8	chr4	114598455	114678224	+	protein_coding	KNOWN	OTTHUMG00000132915.2	79770	4699	14
ENSG00000207931.1	MIR577	chr4	114656759	114656854	+	miRNA	KNOWN	NA	96	96	1
ENSG00000222009.7	BTBD19	chr1	44808482	44815585	+	protein_coding	KNOWN	OTTHUMG00000008493.3	7104	3520	44
ENSG00000250215.1	CIR1P2	chr4	114713579	114714920	-	processed_pseudogene	KNOWN	OTTHUMG00000161092.1	1342	1342	1
ENSG00000240637.3	RN7SL808P	chr4	114799331	114799629	+	misc_RNA	KNOWN	NA	299	299	1
ENSG00000138653.8	NDST4	chr4	114827763	115113876	-	protein_coding	KNOWN	OTTHUMG00000132916.2	286114	3719	48
ENSG00000251308.1	MRPS33P3	chr4	115142982	115143303	+	processed_pseudogene	KNOWN	OTTHUMG00000161076.1	322	322	1
ENSG00000250693.2	RPF2P2	chr4	115628812	115629707	+	processed_pseudogene	KNOWN	OTTHUMG00000161072.2	896	896	1
ENSG00000248488.2	PGAM4P2	chr4	115764099	115764819	-	processed_pseudogene	KNOWN	OTTHUMG00000160123.2	721	721	1
ENSG00000250363.1	KRT18P21	chr4	115920707	115921978	+	processed_pseudogene	KNOWN	OTTHUMG00000161073.1	1272	1272	1
ENSG00000248173.4	RP11-659O3.1	chr4	115922015	116297160	-	lincRNA	NOVEL	OTTHUMG00000161137.1	375146	840	6
ENSG00000250442.1	EIF3KP3	chr4	116043407	116044045	-	processed_pseudogene	KNOWN	OTTHUMG00000161077.1	639	639	1
ENSG00000249259.2	RP11-166J5.1	chr4	116095110	116097066	-	transcribed_processed_pseudogene	KNOWN	OTTHUMG00000161075.2	1957	1957	1
